date,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,,cases/1000,Israel,Germany,cases/1000,date
3/12/2022,,,,162.44,,,76.54,14.960286,
4/12/2022,,,,162.44,,59.84,76.54,14.954571,
5/12/2022,,,,162.64,,59.9,76.57,15.053714,
6/12/2022,,,,162.84,,59.95,76.62,15.436143,
7/12/2022,,,,163.04,,60,76.69,15.433571,
8/12/2022,,,74.93,164.38,,60.06,76.75,15.491429,
9/12/2022,,,,164.62,,60.08,76.8,15.542286,
10/12/2022,,,,164.62,,60.08,76.81,15.472714,
11/12/2022,,,,164.62,,60.12,76.81,15.438714,
12/12/2022,,,,164.82,,60.17,76.84,15.372,
13/12/2022,,,,164.92,,60.22,76.89,15.301286,
14/12/2022,,,,165.12,,60.27,76.94,15.290571,
15/12/2022,,,75.09,166.51,,60.33,76.99,14.297143,
16/12/2022,,,,166.92,,60.34,77.03,16.091,
17/12/2022,,,,166.92,,,77.04,15.707286,
18/12/2022,,,,166.92,,60.38,77.05,16.124857,
19/12/2022,,,,167.12,,60.41,77.07,16.046857,
20/12/2022,,,,167.34,,60.43,77.1,16.088857,
21/12/2022,,,,167.56,,60.46,77.13,15.998714,
22/12/2022,,,75.22,169.16,,60.49,77.15,16.78,
23/12/2022,,,,169.4,,60.5,77.17,15.053,
24/12/2022,,,,169.4,,,77.17,15.373286,
25/12/2022,,,,169.4,,60.52,77.17,14.774571,
26/12/2022,,,,169.4,,60.54,77.17,14.497429,
27/12/2022,,,,169.4,,60.56,77.18,14.203286,
28/12/2022,,,,169.64,,60.59,77.19,14.083143,
29/12/2022,,,,170.27,,60.61,77.21,8.161143,
30/12/2022,,,,170.52,,60.62,77.22,7.904857,
31/12/2022,,,,170.52,,60.62,77.23,7.788,
1/01/2023,,,,170.52,,60.64,77.23,7.733857,1-Jan
2/01/2023,,,,170.52,,60.66,77.23,7.463857,
3/01/2023,,,,170.82,,60.67,77.24,7.471714,
4/01/2023,,,,171.12,,60.69,77.25,7.313429,
5/01/2023,84.94,,75.34,172.85,,60.71,77.26,9.333714,
6/01/2023,,,,173.04,,60.71,77.28,10.748143,
7/01/2023,,,,173.04,,60.71,77.28,10.544714,
8/01/2023,,,,173.2,,60.73,77.28,10.851429,
9/01/2023,,,,173.49,,60.74,77.29,11.031714,
10/01/2023,,,,173.8,,60.76,77.31,10.885714,
11/01/2023,,,,174.11,,60.77,77.33,10.817286,
12/01/2023,84.94,,75.42,176.81,,60.79,77.36,7.161,
13/01/2023,,,,177.12,,60.79,77.38,5.984571,
14/01/2023,,,,177.12,,60.79,77.38,5.984571,
15/01/2023,,,,177.12,,60.81,77.38,5.502714,
16/01/2023,,,,177.12,,60.82,77.39,5.322429,
17/01/2023,,,,177.12,,60.83,77.41,5.158143,
18/01/2023,,,,177.12,,60.84,77.43,4.993857,
19/01/2023,,,75.49,180.23,,60.85,77.45,3.537,
20/01/2023,,,,180.92,,60.85,77.46,3.835714,
21/01/2023,,,,180.92,,,77.46,3.835714,
22/01/2023,,,,180.92,,60.86,77.46,3.835714,
23/01/2023,,,,180.92,,60.87,77.47,3.835714,
24/01/2023,,,,180.92,,60.88,77.48,3.835714,
25/01/2023,,,,180.92,,60.88,77.5,3.835714,
26/01/2023,,,75.55,185.96,,60.89,77.51,3.896,
27/01/2023,,,,186.15,,60.89,77.52,3.026286,
28/01/2023,,,,186.15,,,77.52,3.026286,
29/01/2023,,,,186.15,,60.9,77.52,3.026286,
30/01/2023,,,,186.15,,60.91,77.53,3.026286,
31/01/2023,,,,186.15,,60.91,77.54,3.026286,
1/02/2023,,,,186.15,,60.92,77.55,3.026286,
2/02/2023,84.95,82.72,75.6,188.28,,60.92,77.56,2.913429,
